,tweet,language
2524,cycle cycle,hi
2525,,hi
2526,,hi
2527,rt,hi
2528,rt,hi
2529,rt sp,hi
2530,sh,hi
2531,expansion sh,hi
2532,wi fi unmanned railway crossings sh,hi
2533,pm sh,hi
2534,sh,hi
2535,concrete structure infra character pm sh,hi
2536,rt pm shri narendra modi dedicates multiple development projects gujarat,en
2537,rt bjp national president shri addresses state working committee meeting,en
2538,rt pm shri interacts chief ministers several states covid situation,en
2539,pm,en
2540,pm,en
2541,pm,en
2542,sh,hi
2543,sh,hi
2544,sh,hi
2545,rt pm shri inaugurates international cooperation convention centre rudraksh varanasi,it
2546,sh,hi
2547,sh,hi
2548,,hi
2549,,hi
2550,sh,hi
2551,sh ji,hi
2552,sh,hi
2553,,hi
2554,,hi
2555,rt pm shri launches multiple development initiatives varanasi,en
2556,smart skilled man power solutions skilling strategy sh,hi
2557,smart skilled man power solutions skilling strategy sh,hi
2558,learning earning skilled grow sh,hi
2559,sh,hi
2560,rt live pm shri speech world youth skills day,en
2561,birthday greetings sh ji former union cabinet minister education govt india may mahaprabhu jagannath bless long healthy life,en
2562,pm,en
2563,congratulations ms ji,en
2564,congratulations ji,en
2565,congratulations ji,en
2566,congratulations bhai,fr
2567,congratulations bhai,fr
2568,congratulations union minister shri ji appointed leader house rajya sabha wishing best,en
2569,rt,hi
2570,rt,hi
2571,,hi
2572,pm,en
2573,pm,en
2574,rt crime women rise pinarayi vijayan government hon ble along ngos,en
2575,,und
2576,folded hands,hi
2577,bad news om shanti folded hands folded hands,en
2578,wishing bhramagiri mla shri ji birthday may mahaprabhu jagannath ji bestow upon choicest blessings folded hands,en
2579,shri,hi
2580,,hi
2581,shri,hi
2582,,hi
2583,shri,hi
2584,javelin thrower conversation hon pm shri,en
2585,boxer conversation hon pm shri,en
2586,prime minister interacts bound boxer time world women boxing champion mary kom draws inspiration world famous boxer muhammad ali,en
2587,picking mangoes trees winning medals country bound archer world keycap interacts prime minister,en
2588,rt pm shri interacts indian athletes contingent bound tokyo olympics,en
2589,welcomed respected president smt ji detailed discussions various issues relating manipur,en
2590,wishing cm mizoram pu ji birthday may blessed long healthy life,en
2591,rt,or
2592,rt,or
2593,rt,or
2594,rt pm shri interaction chief ministers north eastern states covid situation,en
2595,rt pm evening look forward interacting athletes would representing india,en
2596,rt hey ready india tomorrow pm sh ji interact bound athletes,en
2597,pm,en
2598,rt hon ble union minister morth sh ji inaugurated amp laid foundation stone national highway projects w,en
2599,pm,en
2600,rt,or
2601,rt,hi
2602,elections kisan leader gurnam singh chaduni proposes farmers union contest forthcoming punjab assembly elections well well,en
2603,rt greetings everyone holy occasion rath yatra may lord jagannath bring best colors success prosper,en
2604,rt,hi
2605,rt,hi
2606,rt,hi
2607,rt folded hands,und
2608,rt folded hands,hi
2609,rt,hi
2610,rt,hi
2611,rt,or
2612,rt,gu
2613,rt,hi
2614,rt greetings everyone special occasion rath yatra bow lord jagannath pray blessings bri,en
2615,wishing occasion rath yatra,hi
2616,folded hands,or
2617,folded hands,hi
2618,rt hon ble union minister road transport highways shri ji inaugurate lay foundation ston,en
2619,,hi
2620,rt smt president bjp manipur pradesh warmly received mahila karyakartas bharatiya janata party bjp,en
2621,rt eve senior leader seeks cooperation including residents,en
2622,rt devotional music video jagannath swami released ahead featuring bjp national spokesperson sambit patra,en
2623,rt,hi
2624,rt,or
2625,rt,or
2626,folded hands,or
2627,folded hands,or
2628,wishing warm birthday shri ji may mahaprabhu jagannath bless choicest blessings folded hands,en
2629,rt,or
2630,rt honoured launched jagannath ashtakam melodious bhajan devoted mahap,und
2631,,ne
2632,listen song kindly download listen song,en
2633,union minister education shri ji today eve auspicious released title song sung padmashri ji amp astakam composed adi shankaracharya puri mla shri sarangi ji present,en
2634,,hi
2635,,ne
2636,pm,en
2637,,hi
2638,,hi
2639,clause wise msp contract,hi
2640,un,hi
2641,folded hands,hi
2642,wishing birthday may always get best life,en
2643,yet another rape udaipur rajasthan rajasthan indeed become eyesore regards women safety,en
2644,rt,hi
2645,folded hands,hi
2646,rt bjp,hi
2647,rt,hi
2648,rt ht,hi
2649,pm,en
2650,pm,en
2651,watch pm,en
2652,pm,en
2653,,hi
2654,government led pm ji approved outlay crore india covid emergency response health systems preparedness package phase ii strengthen health infrastructure amp help fight pandemic,en
2655,congratulations shri ji appointed president may bjp leadership touch new heights state tamil nadu,en
2656,congratulations dr shri taking oath ministers,en
2657,congratulations dr bharati pravin pawar shri shantanu thakur shri shri taking oath ministers,en
2658,congratulations shri sushri shri taking oath ministers,en
2659,congratulations shri shri b l verma shri bhagwanth khuba shri taking oath ministers,en
2660,congratulations smt shri narayanaswamy shri kaushal kishore shri ajay kumar taking oath ministers,en
2661,congratulations smt smt shri smt taking oath ministers,en
2662,congratulations shri pankaj choudhary smt shri dr satya pal singh baghel taking oath ministers,en
2663,congratulations shri shri shri shri shri taking oath ministers,en
2664,congratulations shri shri shri shri taking oath ministers,en
2665,congratulations shri narayan tatu rane shri taking oath ministers,en
2666,folded hands,or
2667,ji folded hands,or
2668,heartiest congratulations bjp mp mayurbhanj odisha sh bisweswar tudu ji taking oath minister state good luck amp best wishes new role,en
2669,heartiest congratulations young dynamic sh ji taking oath union minister modi government best wishes takes new role,en
2670,congratulations loksabha mp inner manipur dr rajkumar ranjan singh ji appointed minister state,en
2671,many congratulations shri ji becoming union cabinet minister convey best wishes new role,en
2672,heartiest congratulations rajya sabha member shri ji sworn union minister,en
2673,rt live president kovind administers oath office secrecy members council ministers rashtrapat,en
2674,folded hands,hi
2675,folded hands,hi
2676,wishing cricket legend amp former captain indian team mahendra singh dhoni birthday may mahaprabhu jagannath grant wishes,en
2677,congratulations newly appointed governors folded hands,und
2678,formation ministry co operation indeed innovative step towards people friendly governance ministry embolden people movement co operatives india box thinking sh govt makes unique,en
2679,rt,hi
2680,folded hands,hi
2681,pm,en
2682,pm,en
2683,pm,en
2684,pm,en
2685,pm,en
2686,indian civilization considers whole world one family pandemic made many people realize fundamental truth philosophy technology platform covid vaccination platform call cowin prepared made open source pm,en
2687,vaccination best hope humanity emerge successfully pandemic right beginning india decided adopt completely digital approach planning vaccination strategy pm sh,en
2688,technology integral fight covid luckily software one area resource constraints made covid tracing tracking app open source soon technically feasible pm,en
2689,right beginning pandemic india committed sharing experiences expertise resources global community battle despite constraints tried share much possible world pm sh,en
2690,convey sincere condolences lives lost pandemic countries parallel pandemic hundred years experience shows nation however powerful nation solve challenge like isolation pm,en
2691,rt live pm shri remarks,en
2692,rt prime minister shri share special message th july pm watch live,en
2693,folded hands,hi
2694,rt core committee meeting held presence state president smt sharada devi cm sta,en
2695,rt record doses covid vaccine administered yesterday manipur taking total vaccinated people past l,en
2696,folded hands,hi
2697,rt first formal media briefing smt president vaccination way control,en
2698,,hi
2699,rt ngo,hi
2700,rt cag,hi
2701,rt,hi
2702,rt,hi
2703,rt bjp nat l gs org sh ji presided state core committe meeting along state prabhari,en
2704,rt congress synonymous lies myths today lied rafale deal country france ngo sherpa complai,en
2705,rt live media briefing dr,en
2706,rt paid respects late prof tikendra singh state president manipur met family amp consoled,en
2707,rt paid homage late smt sathyabhama sharma attained sadgati recently due corona related complications,en
2708,rt fortune visiting sri govind ji temple imphal manipur today amp get darshan lord govind ji lord jaganna,en
2709,rt performed bhumipujan renovation work sri govindji temple imphal manipur amp planted sapling today along,en
2710,participated meeting mps amp mlas manipur bjp presided national gs org shri ji cm shri ji party president smt ji amp sh ji blessed occasion,en
2711,participated tree plantation shri govind ji temple premises along national gs org sh ji cm ji party president smt ji amp minister sh ji,en
2712,participated ground breaking ceremony beautification shri govind ji temple premises along national gs org shri ji cm sh ji party president smt ji amp minister sh ji manipur today,en
2713,visited residence former president sh ji along national gs org bjp sh ji amp offered homage former president interacted family members well,en
2714,along national gs org sh ji cm sh ji party president smt ji minister sh ji amp party karyakartas offered humble prayers shri govind ji temple imphal,en
2715,folded hands folded hands,und
2716,sh ji national gs org interacted amp felicitated doctors manipur today occasion national doctors day emotional speech spoke medical fraternity working relentlessly save us pandemic,en
2717,participated program felicitate renowned doctors manipur occasion national gs org sh ji thanked health personnel state humongous service providing pandemic,en
2718,rt delighted interact felicitate doctors national doctors day along sh ji sh,en
2719,participated state office bearers meeting presided national gs org shri ji also dias honourable cm sh ji state bjp president smt ji amp gs org north east sh ji,en
2720,rt sh ji nat l gs org presided joint meeting office bearers spokespersons morcha pres amp dist p,en
2721,rt sh ji nat l gs org interacted karyakartas social media media dept sh,en
2722,general secretay organisation shri ji inaugurated various meetings amp deliberated multiple party issues manipur participated sapling plantation along cm party president amp office bearers party headquarters imphal,en
2723,participated office bearers meeting presided bjp gs organisation sh ji,en
2724,welcomed gs organisation sh ji imphal airport,en
2725,scientific studies,hi
2726,,hi
2727,government given paramount priority healthcare last year st wave allotted rs crore improve health infrastructure year allocation budget healthcare rs lakh crore pm,en
2728,country fighting major battle covid doctors saved lakhs lives several doctors even sacrificed tireless efforts pay tributes souls pm,en
2729,way doctors served country inspiration pay gratitude doctors crore indians pm,en
2730,rt pm shri addresses medical fraternity doctors day,en
2731,rt smt president along ji ji hon ble cm hon ble mi,en
2732,rt smt president along ji ji hon ble cm,en
2733,rt according estimate several tech companies india join unicorn club shows opportunities j,en
2734,cowin attracted interest several countries across globe monitoring tool cowin vaccination drives testament technological strengths experienced easy made lives covid pm,en
2735,platforms developed online education medicine benefiting crores indians played key role providing healthcare facilities far wide pm,en
2736,digilocker good example effective digital india important documents school college documents aadhar pan voter id card stored easily securely digilocker pm,en
2737,minimum government maximum governance,hi
2738,,hi
2739,,hi
2740,waiting airport lounge along cm sh ji party president smt ji amp office bearers receive sh ji arriving manipur day organisational visit,en
2741,pm shri interacts beneficiaries,en
2742,rt prime minister shri address doctors community programme organised indian medical association,en
2743,rt,hi
2744,end crime women rajasthan today list shame,en
2745,president smt ji along cm sh ji amp gs north east sh ji bjp manipur headquarters imphal folded hands,en
2746,folded hands,hi
2747,wishing occasion,en
2748,birthday wishes vice president india shri ji may mahaprabhu jagannath bless long healthy life jay jagannath folded hands,en
2749,happy doctor day folded hands,mr
2750,rt smt president presided state executive meeting held today presence,en
2751,addressing state executive committee meeting along honourable cm sh ji state president smt ji organizing secretary north east sh ji amp state organizing secretay sh abhay giri ji,en
2752,rt enhancing digital connectivity infrastructure across nation,en
2753,rt inaugurated state executive committee meeting along sh ji gs org ne states sh,en
2754,rt hon ble cm sh along smt president amp sh abhay giri state gs org inaugurated,en
2755,inaugurated state executive committee meeting along cm sh ji party president smt ji sh ji amp sh abhay giri ji imphal today welcomed smt ji blooming lotus folded hands,en
2756,rt smt president along hon ble ministers amp mlas amp party leaders accorded warm welcome,en
2757,reached imphal manipur attend state executive committee meeting today along sh ji received karyakartas welcomed newly appointed bjp president smt ji,en
2758,gst significantly eased one complex indirect tax systems world company looking business every state make many different submissions gst number reduced,en
2759,gst system robust technology platform assisting gst compliance,en
2760,gst registrations consistently growing,en
2761,growth gst collections thank taxpayers taxes collected build nation,en
2762,multiple markets across india state charging different rate tax led great inefficiencies costs compliance gst compliance improving steadily around crore taxpayers registered,en
2763,gst completes four years since implementation tomorrow gst replaced complex indirect tax structure simple transparent technology driven tax regime thus integrated india single common market,en
2764,folded hands,hi
2765,pm,en
2766,thanks folded hands ji,en
2767,pm,en
2768,called union minister road transport amp highways shri ji discuss various ongoing projects state manipur would manipur nd next month,en
2769,pm,en
2770,peace party,hi
2771,rs lakh crore loan guarantee scheme covid affected sectors backhand index pointing right rs crore health sector backhand index pointing right rs crore sectors including tourism,en
2772,modi govt announces relief package rs lakh crore support indian economy fight covid backhand index pointing right economic relief pandemic rs cr backhand index pointing right new scheme public health rs cr backhand index pointing right impetus growth employment rs cr,en
2773,pm,en
2774,rt measures help stimulate economic activities boost production amp exports generate employment result link,en
2775,rt support announced small entrepreneurs amp self employed persons enable sustain bu,en
2776,rt measures announced fm today enhance public health facilities especially served areas boos,en
2777,pm,en
2778,rt overdose secularism,hi
2779,rt drdo successfully flight tests new generation agni p ballistic missile,en
2780,pm,en
2781,economic relief measures announced various sectors total rs crore full breakup shared,en
2782,new streamlined process pp projects asset monetisation,en
2783,rs lk cr reform based result linked power distribution scheme,en
2784,broadband village india,en
2785,pli scheme tenure extended large scale electronics manufacturing,en
2786,revival north eastern regional marketting corporation,en
2787,fighting malnutrition amp improving farmers income,en
2788,pmgkay extended cost rs crore beneficiaries include poor amp underprivileged sections,en
2789,public health rs cr year focus children amp paediatric care,en
2790,aatmanirbhar bharat rozgar yojana extended lakh est beneficiaries,ro
2791,economic relief measures travel amp tourism sector,en
2792,credit guarantee scheme lakh persons micro finance institutions,en
2793,emergency credit line guarantee scheme additional rs lakh crore,en
2794,economic relief measures announcements hon fm thread measures health sector,en
2795,attended virtual state executive committee meeting meeting presided state bjp president sh ji also present union ministers sh ji amp sh ji along prabhari smt ji amp sh ji,en
2796,congratulations honourable pm sh ji humongous achievement doubt together together defeat,en
2797,rt india vaccination drive keeps gaining momentum congrats driving effort commitment,en
2798,congratulations india jab,en
2799,folded hands,hi
2800,rt hon pm shri ji inaugurates zen garden kaizen academy ama ahmedabad,tl
2801,chartered accountants day chartered accountants chartered accountants,hi
2802,,hi
2803,national doctors day statesman doctors,hi
2804,,hi
2805,,hi
2806,,hi
2807,case study,hi
2808,,hi
2809,rt bjp national president shri listens booth karyakartas east patel nagar new delhi,en
2810,tokyo olympics legendary athlete,hi
2811,live pm shri nation,en
2812,rt,hi
2813,friends tune today listen pm sh ji,en
2814,folded hands,hi
2815,wishing ms ji birthday may mahaprabhu jagannath ji bless choicest blessings folded hands folded hands,en
2816,rt felicitated newly appointed bjp manipur president office appointment smt sharda devi ji president,en
2817,rt congratulations smt ji appointed president pradesh experienc,en
2818,rt congratulations smt adhikarimayum sharda devi ji appointed president bjp manipur pradesh able,en
2819,congratulations smt sharda devi ji appointed president pradesh vast organisational experience surely going great help bjp manipur wishing best folded hands,en
2820,rt prime minister shri share th june listen live,en
2821,rt drdo successfully test fires enhanced pinaka rocket,en
2822,rt let us reiterate commitment realise vision drugs free india remember addiction,en
2823,rt today international day drug abuse illicit trafficking laud working grassroots eli,en
2824,,or
2825,got opportunity meeting union minister shri ji today wished birthday folded hands,en
2826,birthday greetings sh ji union minister petroleum amp natural gas steel may prabhu jagannath bless long healthy life,en
2827,,hi
2828,fail,hi
2829,rt,hi
2830,rt,hi
2831,rt,hi
2832,rt india remembers congress atrocities india remembers,en
2833,pm,en
2834,dear ji,hi
2835,rt bjp responds row interim audit panel report saying report,en
2836,report submitted cabinet secretary amp health secretay goi th june health ministry filled affidavit sc slp c dy copy affidavit,en
2837,dr randeep guleria director aiims new delhi send email june th marked remaining members thanking report report th june sent cabinet secretay amp health secetary goi mail,en
2838,dear ji contention report oxygen audit panel appointed sc exists friends said panel consisted members,en
2839,respected ji pls read para displayed affidavit mentions submission sub committee oxygen audit report honourable sc manish ji denying truth escape responsibility,en
2840,dear ji fact sc appointed panels report oxygen usage delhi closing eyes truth alter truth,en
2841,rt delhi government served oxygen audit report three days back,en
2842,rt,hi
2843,rt,hi
2844,rt,hi
2845,rt,hi
2846,rt media briefing dr bjp headquarters new delhi,en
2847,digital payments helping life amidst times social distancing fold increase volume fold increases cumulative transaction values shows utility upi daily transaction,en
2848,middle class provided relief pandemic slashing epfo contribution employers employees puts cash hands employees difficult times,en
2849,modi govt working towards empowering middle class budget gave impetus towards development metro delhi bengaluru kanpur agra chennai nagpur kochi patna bhopal ahmedabad surat mumbai,en
2850,moratorium existing housing loans period months modi government pandemic gave immense relief middle class interest charged also waived,en
2851,day government declared emergency political selfishness killed democracy rights countrymen snatched away salute satyagrahis fought restoration democracy despite suffering many tortures,en
2852,truth finally arvind kejriwal inflated oxygen need x peak says supreme court appointed panel could affected high caseload states friends kejriwal lying indeed,en
2853,rt maintained party meeting ds development democracy amp delimitation,en
2854,rt like everyone else also welcome dialogue dialogue three democracy development delimit,en
2855,pm,en
2856,pm,en
2857,pm,en
2858,rt,hi
2859,pm,en
2860,rt,hi
2861,folded hands,or
2862,rt pm shri interacts participants toycathon,en
2863,rt jai jagannath,hi
2864,confession horse mouth,en
2865,today first glimpse mahaprabhu jagannath ji wishing auspicious occasion jai jagannath folded hands,en
2866,folded hands,or
2867,rt face,en
2868,pm,en
2869,rt ed,hi
2870,pm,en
2871,rt,hi
2872,pm,en
2873,,or
2874,,hi
2875,,hi
2876,,hi
2877,,hi
2878,,hi
2879,,hi
2880,,hi
2881,rt,hi
2882,rt,hi
2883,folded hands,hi
2884,p mukherjee torchbearer nationalism read extremely meaningful article national president sh ji,en
2885,rt,hi
2886,rt,hi
2887,smiling face sunglasses,hi
2888,rt every days since kind experiment kind meeting chaar din ki chandni,en
2889,rt attacking rahul gandhi white paper highlighting government covid failures bjp leader sambit patra said,en
2890,airport person person spread spread,hi
2891,pm,en
2892,rt befitting savage reply face tears joy face tears joy,en
2893,,hi
2894,rt,hi
2895,pm,en
2896,pm,en
2897,rt,hi
2898,pm,en
2899,rt,hi
2900,rt,hi
2901,rt,hi
2902,rt,hi
2903,rt,hi
2904,rt,hi
2905,rt live press byte dr bjp headquarters new delhi,en
2906,,hi
2907,highest ever single day vaccination achieved world far,en
2908,rt today record breaking vaccination numbers gladdening vaccine remains strongest weapon fight covid c,en
2909,lakh vaccination today across india indeed encouraging folded hands,en
2910,rt,hi
2911,,hi
2912,,hi
2913,,hi
2914,,hi
2915,,hi
2916,rt observance along ji abhay giri ji th biswajit ji rk ranjan ji reno,en
2917,,hi
2918,rt observed th party h presence hon ble cm nat l spoke,en
2919,,hi
2920,rt,hi
2921,,hi
2922,un,hi
2923,rt,hi
2924,,hi
2925,,hi
2926,talk frontline warriors doctors tell made yoga shield protection virus used yoga safeguarding also patients pm,en
2927,,hi
2928,years covid several countries including india faced troubled times people enthusiasm yoga last year pm,en
2929,,hi
2930,,hi
2931,live pm shri speech th,en
2932,paid courtesy visit honourable governor manipur smt ji manipur rajbhawan,en
2933,participated core committee meeting along hon cm manipur sh ji state org gen sec sh abhay giri ji eminent leaders bjp manipur,en
2934,held meeting minister power ipr industries public works rural development govt manipur sh ji,en
2935,held meetings bjp ministers govt manipur shri satyabrata singh ji shri rajen singh ji shri lukhoi singh ji shri v valte ji,en
2936,tomorrow pm sh ji address nation occasion international yoga day,en
2937,occasion international yoga day tomorrow practising yoga manipur request practice yoga tomorrow wherever make part life,en
2938,rt shri ji bjp nat l spokesperson amp prabhari manipur along state gs org shri abhay giri par,en
2939,held meeting program committee incharges regarding upcoming organisational programs along state org gen sec sh abhay giri ji sh metei premanand ji sh deben ji,en
2940,inspected construction work bjp manipur state office along state org gen sec sh abhay giri ji,en
2941,,hi
2942,along state org gen sec sh abhay giri ji held meeting bjp mlas manipur regarding upcoming organisational programs,en
2943,folded hands,or
2944,extremely saddened demise senior leader party sh subhaschandra gantayat ji irreparable loss party personal loss condolences family may lord jagannath grant salvation departed soul om shanti folded hands,en
2945,paid homage chairperson women development corporation manipur smt satyabhama samurailatpam devi ji residence amp patsoi bjp mandal office conveyed deep condolences family folded hands,en
2946,took blessings prabhu jagannath shri govindjee temple imphal manipur,en
2947,paid tributes president late prof ojha tikendra ji residence paid condolences family may lord jagannath grant salvation soul folded hands,en
2948,,hi
2949,inspired national president sh ji manipuris walks life working day night help people affected pandemic,en
2950,called honourable cm manipur sh ji residence discussed covid situation state various upcoming programs party coming months,en
2951,rt shri ji bjp national spokesperson prabhari bjp manipur called residence today apprised h,en
2952,met bjp loksabha mp inner manipur dr rajkumar ranjan singh ji held discussion regarding upcoming organisational programs,en
2953,met bjp rajya sabha mp manipur sh leishemba sanajaoba discussed upcoming programs bjp manipur,en
2954,held meeting social media saral portal core team regarding upcoming organisational programs,en
2955,interacted district presidents regarding upcoming organisational programs,en
2956,dpiit,or
2957,extremely saddened demise dr guruprasad mohapatra secretary dpiit condolences family may lord jagannath grant salvation soul,en
2958,held meeting state spokespersons bjp manipur state office,en
2959,held meeting state office bearers morcha presidents bjp manipur state office imphal,en
2960,observed two minute silence prayed soul former president late sh tikendra ji bjp manipur state office along state office bearers,en
2961,reached manipur welcomed state office bearers imphal airport,en
2962,manipur airplane,et
2963,pay sincere homage flying sikh sh milkha singh ji utterly saddening learn lost inspiring personality amongst us may soul attain eternal peace om shanti folded hands,en
2964,rt ji well done relieved face,en
2965,pm,en
2966,wishing shri ji birthday may mahaprabhu jagannath ji bless choicest blessings,en
2967,pm modi global approval rating beats biden merkel trudeau macron,en
2968,,hi
2969,pm,hi
2970,,hi
2971,,hi
2972,,hi
2973,,hi
2974,,hi
2975,pm shri customized crash course programme covid frontline workers,en
2976,rt,hi
2977,,hi
2978,folded hands,hi
2979,pm amp pm,en
2980,pm,en
2981,rt bjp,hi
2982,pm,en
2983,pm,en
2984,pm,en
2985,rt congress student body nsui expels leaders posting jai shri ram official whatsapp group says anti party,en
2986,pm,en
2987,pm,en
2988,challenges planet faces overcome collective spirit human centric approach call upon start community take lead pm shri,en
2989,kms fibre optic network already links village councils many connected times come public wifi network across country coming india working actively nurture culture innovation pm shri,en
2990,india youth given tech solution world pressing problems today india billion mobile phones million internet users pm shri,en
2991,nation home one world largest start ecosystems india offers innovators investors need invite world invest india based five pillars talent market capital ecosystem culture openness pm shri,en
2992,enabled effective contact tracing cowin platform already helped ensure vaccines millions pm shri,en
2993,could supply free food million people deliver cooking fuel subsidies many households india able operationalize two public digital educational programmes swayam diksha quick time help students pm shri,en
2994,digital tech helped us cope connect comfort console digital media could work talk loved ones help others india universal unique biometric digital identity aadhar helped us provide timely financial support poor pm shri,en
2995,many youngsters saw french open great enthusiasm infosys provided tech support tournament whether france capgemini india tcs wipro talents serving companies citizens worldwide pm shri,en
2996,india france working closely wide range subjects technology digital emerging areas cooperation need hour cooperation continue grow prime minister shri th edition,en
2997,live honourable prime minister shri delivers keynote address th edition vivatech,en
2998,rt,hi
2999,rt,hi
3000,rt,hi
3001,rt,hi
3002,rt,hi
3003,rt live media briefing dr bjp hq,en
3004,union labour laws assimilated codes facilitate easier compliance old outdated laws eliminated reduced tax rates ensured india became one competitive markets world,en
3005,budget saw large scale reforms announced modi govt monetisation assets railways airports assets proposed national monetisation pipeline fdi limit insurance increased,en
3006,manufacturing sector given push slew production linked incentive pli schemes rs lakh crore earmarked pli schemes five years budget,en
3007,pm,en
3008,pm,en
3009,pm,en
3010,along providing safety net poor challenges basics also addressed crore jan dhan accounts opened rural semi urban areas crore mudra loans worth rs lakh crore given small entrepreneurs,en
3011,modi govt created robust social security net amp expanded avenues financial independence poor pmjjby coverage increased crore crore pmsby amp apy ensured pension accidental insurance coverage poorest,en
3012,taking development poorest without hurdles rural connectivity always key focus modi govt pmgsy coverage taken habitat areas last years,en
3013,modi govt gave clarion call roof every head launching pm awas yojana crore houses sanctioned poor pm awas yojana gramin crore name women solo joint owners,en
3014,lakh beneficiaries across villages became legitimate owners property svamitva scheme brings clarity property ownership facilitates monetisation properties reduces property related disputes,en
3015,serving poor pandemic part pm garib kalyan yojana crore people received assistance worth rs crore crore free lpg cylinder refills delivered ujjwala yojana beneficiaries,en
3016,warm birthday wishes union minister sh garu may blessed long healthy life folded hands,en
3017,folded hands,or
3018,prayers brave hearts fought valiantly bharati amp made supreme sacrifice integrity motherland naman first anniversary folded hands folded hands,und
3019,rt,or
3020,rt bjp,hi
3021,pm,en
3022,rt,hi
3023,folded hands,hi
3024,rt,hi
3025,rt toolkit tweet chhattisgarh hc stays investigation former chhattisgarh cm raman singh amp bjp sambit p,en
3026,pm,en
3027,pm,en
3028,folded hands,or
3029,rt live eminent personality joins bjp party headquarters new delhi,en
3030,rt,or
3031,giving dignity labour workers unorganized sector pradhan mantri shram yogi maandhan yojana enables assured rs monthly pension labourers lakh labourers enrolled scheme subscribers women,en
3032,modi govt prudently launched goal programme mentor tribal youth digital mode ambedkar social innovation incubation mission launched venture capital fund scs promote innovation enterprise,en
3033,labourers insured esic families avail free treatment covid enabled esic hospitals state run esi scheme hospitals,en
3034,modi govt enabled education skill development vulnerable sections society rs crore post matric scholarship crore sc students revamped rs crore post matric scholarships tribal students sanctioned,en
3035,great success mohalla clinics treatment covid delhi success story decentralised congratulations ho halla clinic thing available hanging propaganda banner,en
3036,appallingly racist attitude bbc amp western media apologies broadcasting distressing images white player football field glee brown race crematorium scenes may ask double standards distress respectable amp distress saleable,en
3037,proud moment india,en
3038,rt happy address session open societies lead speaker democracy freedom part india civil,en
3039,,hi
3040,folded hands,hi
3041,wishing union minister shri ji birthday may mahaprabhu jagannath grant long healthy life amp may continue great work jay jagannath folded hands,en
3042,rt participated summit session health thanked partners support recent covid wave ind,en
3043,,hi
3044,rt sonia gandhi rahul gandhi think digvijaya clubhouse statement congress stand demand rahul g,en
3045,rt inc anc,hi
3046,rt,hi
3047,rt,hi
3048,rt,hi
3049,rt,hi
3050,rt rss,hi
3051,rt,hi
3052,rt live media briefing dr bjp hq,en
3053,digvijay singh questioned pak journalist getting rid modi amp kashmir policy says congress comes back power would rethink article may restore also talks hindu fundamentalists congress clubhouse anti nationals,en
3054,folded hands,hi
3055,mummy smiling face sunglasses,en
3056,wishing one best tv anchors amp ace journalist birthday may mahaprabhu jagannath shower family choicest blessings folded hands,en
3057,rape,hi
3058,pm,en
3059,pm,en
3060,pm,en
3061,,hi
3062,modi government working towards doubling farmers income,en
3063,pradhan mantri matsya sampada yojana launched highest ever investment rs crore help generate lakh direct indirect employment opportunities fishing sector,en
3064,greater procurement greater payments msp merely remain paper reaching farmers directly,en
3065,msp consistently increased modi government,en
3066,folded hands,hi
3067,rt apt reply ji,en
3068,rt valid response colleague sri name antonia maino sonia gandhi diff,en
3069,,hi
3070,,hi
3071,rt,hi
3072,italy,hi
3073,pm,en
3074,pm,en
3075,,hi
3076,evm,hi
3077,rt bjp national president shri inaugurates new office building virtually,en
3078,rt construction illegal muslims died amp injured victims corruption amp vote bank politics,en
3079,sincere condolences family amp friends acclaimed boxer manipur shri dingko singh may god grant himpeace eternal sleep,en
3080,folded hands,hi
3081,promoting women entrepreneurship stand india total stand india loans sanctioned women entrepreneurs,en
3082,shoulder support women covid pandemic crore women received rs crore jan dhan accounts april june crore lpg cylinder refills delivered free cost pm garib kalyan yojana,en
3083,rt watch space welcome official twitter handle india global forum follow us get latest updates,en
3084,happy birthday bhai,en
3085,rt every political party open expansion politics mantra expansion ideology acros,en
3086,pm,en
3087,rt,hi
3088,rt crying face crying face,hi
3089,rt shocking,hi
3090,rt face hand mouth rolling floor laughing,hi
3091,rt shocking,hi
3092,pm,en
3093,pm,en
3094,rt eminent personality join bjp today wednesday june pm bjp hq ddu marg new delhi,en
3095,telling picture deciduous tree,en
3096,modi govt gave relief pandemic slashing epfo contribution employers amp employees aatmanirbhar bharat rozgar yojna entire epf contribution new employees employed result covid paid govt,en
3097,digital payments ease lives upi transactions increased times volume value transactions increased fold shows utility digital payments everyday life middle class,en
3098,empowering homebuyers fulfil dreams significant reduction interest housing loans interest subvention schemes helped immensely aatmanirbhar bharat abhiyan incentives amp reliefs provided real estate sectors,en
3099,creating mobility avenues despite pandemic delhi meerut rapid rail transit system developed improving passenger mobility crore scheme run buses pp models boosting jobs convenience,en
3100,folded hands,or
3101,folded hands,hi
3102,pm,en
3103,rt,or
3104,building future ready railways trainrs lakh crore allocated railways capital expenditure boosting projects trainboth western eastern dedicated freight corridor commissioned june,en
3105,crore additional households given electricity connections modi government installed power capacity increased gw lakh circuit km transmission also laid,en
3106,kms road projects awarded bharatmala pariyojana,tl
3107,modi government rapid infrastructure development enabling creation numerous job opportunities boosting economy,en
3108,past years infrastructure india expanded rapid pace significantly easing lives citizens,en
3109,,hi
3110,rt dear next time drama front camera remind someone somewhere r,en
3111,permanently,hi
3112,pm,en
